 	Area	Mean	Min	Max	XStart	YStart
1	0.595	255	255	255	85	176
2	1.132	255	255	255	103	280
3	4.877	255	255	255	293	381
4	0.334	255	255	255	435	105
5	1.132	255	255	255	171	125
6	0.232	255	255	255	485	300
7	0.987	255	255	255	174	57
8	0.261	255	255	255	45	109
9	1.524	255	255	255	149	111
10	0.276	255	255	255	216	113
11	5.182	255	255	255	97	115
12	0.784	255	255	255	421	180
13	1.437	255	255	255	103	229
14	0.682	255	255	255	269	272
15	0.334	255	255	255	292	232
16	2.932	255	255	255	299	285
17	0.377	255	255	255	153	459
18	0.261	255	255	255	216	472
19	0.232	255	255	255	228	109
20	0.247	255	255	255	373	151
21	0.334	255	255	255	116	168
22	1.248	255	255	255	170	292
23	0.261	255	255	255	379	373
24	0.392	255	255	255	115	386
25	1.103	255	255	255	166	17
26	0.726	255	255	255	96	82
27	0.348	255	255	255	237	84
28	15.808	255	255	255	97	104
29	1.771	255	255	255	206	138
30	1.408	255	255	255	141	190
31	0.232	255	255	255	267	15
32	0.334	255	255	255	137	67
33	0.261	255	255	255	113	157
34	0.276	255	255	255	218	217
35	0.958	255	255	255	321	27
36	0.261	255	255	255	137	76
37	1.335	255	255	255	366	95
38	2.700	255	255	255	184	128
39	0.813	255	255	255	469	143
40	0.726	255	255	255	260	258
41	9.203	255	255	255	177	329
42	5.545	255	255	255	61	424
43	0.958	255	255	255	127	101
44	1.306	255	255	255	232	217
45	1.379	255	255	255	394	279
46	2.555	255	255	255	273	343
47	0.377	255	255	255	387	367
48	5.110	255	255	255	22	99
49	0.421	255	255	255	262	114
50	1.277	255	255	255	226	141
51	0.261	255	255	255	413	323
52	0.276	255	255	255	391	376
53	0.261	255	255	255	63	399
54	2.047	255	255	255	152	400
55	0.290	255	255	255	101	463
56	0.261	255	255	255	92	73
57	2.947	255	255	255	325	175
58	1.350	255	255	255	372	272
59	0.261	255	255	255	351	418
60	0.290	255	255	255	488	449
61	2.773	255	255	255	83	35
62	2.990	255	255	255	45	72
63	0.319	255	255	255	160	191
64	0.856	255	255	255	370	415
65	2.947	255	255	255	400	31
66	1.756	255	255	255	236	59
67	1.379	255	255	255	71	193
68	7.606	255	255	255	78	212
69	4.035	255	255	255	446	244
70	0.929	255	255	255	142	253
71	0.871	255	255	255	191	50
72	4.834	255	255	255	259	96
73	1.510	255	255	255	145	140
74	1.176	255	255	255	480	199
75	0.276	255	255	255	258	311
76	1.829	255	255	255	81	195
77	2.874	255	255	255	454	200
78	26.085	255	255	255	151	236
79	1.118	255	255	255	10	237
80	1.016	255	255	255	440	383
81	0.232	255	255	255	425	413
82	1.292	255	255	255	290	42
83	1.292	255	255	255	301	55
84	1.350	255	255	255	31	67
85	6.082	255	255	255	62	86
86	4.718	255	255	255	315	142
87	3.803	255	255	255	18	290
88	1.539	255	255	255	433	300
89	0.726	255	255	255	11	31
90	7.926	255	255	255	471	39
91	1.147	255	255	255	149	44
92	2.613	255	255	255	453	64
93	3.789	255	255	255	162	151
94	1.684	255	255	255	15	310
95	3.077	255	255	255	225	358
96	2.758	255	255	255	118	407
97	1.161	255	255	255	62	18
98	1.379	255	255	255	355	55
99	1.960	255	255	255	243	213
100	1.640	255	255	255	129	425
101	0.276	255	255	255	86	456
102	1.190	255	255	255	18	90
103	0.842	255	255	255	88	210
104	0.232	255	255	255	201	215
105	0.915	255	255	255	204	299
106	5.719	255	255	255	67	104
107	0.305	255	255	255	43	106
108	1.524	255	255	255	127	383
109	0.305	255	255	255	331	88
110	1.248	255	255	255	237	173
111	0.305	255	255	255	440	6
112	0.871	255	255	255	362	44
113	1.060	255	255	255	373	132
114	1.814	255	255	255	315	258
115	0.929	255	255	255	150	270
116	0.958	255	255	255	267	35
117	2.294	255	255	255	451	112
118	10.582	255	255	255	25	121
119	2.003	255	255	255	484	282
120	2.468	255	255	255	295	374
121	0.842	255	255	255	329	397
122	2.119	255	255	255	125	115
123	16.911	255	255	255	262	207
124	5.574	255	255	255	51	329
125	1.335	255	255	255	419	333
126	8.158	255	255	255	94	75
127	16.897	255	255	255	203	230
128	1.684	255	255	255	113	31
129	0.334	255	255	255	127	42
130	0.334	255	255	255	63	138
131	2.468	255	255	255	358	63
132	0.232	255	255	255	338	135
133	1.713	255	255	255	188	145
134	1.190	255	255	255	173	215
135	0.334	255	255	255	131	301
136	0.639	255	255	255	251	467
137	0.261	255	255	255	216	472
138	1.756	255	255	255	264	29
139	0.769	255	255	255	157	32
140	1.452	255	255	255	58	148
141	1.350	255	255	255	163	164
142	1.452	255	255	255	389	168
143	0.755	255	255	255	384	198
144	1.771	255	255	255	133	76
145	0.348	255	255	255	284	107
146	0.885	255	255	255	85	38
147	0.973	255	255	255	355	79
148	0.261	255	255	255	153	87
149	0.813	255	255	255	118	107
150	1.335	255	255	255	112	362
151	0.334	255	255	255	476	195
152	0.232	255	255	255	33	381
153	0.334	255	255	255	239	21
154	1.074	255	255	255	256	292
155	0.261	255	255	255	255	10
156	1.640	255	255	255	317	12
157	1.408	255	255	255	174	52
158	0.305	255	255	255	176	85
159	1.539	255	255	255	110	111
160	2.453	255	255	255	152	117
161	0.334	255	255	255	136	174
162	3.455	255	255	255	127	330
163	0.232	255	255	255	42	9
164	0.261	255	255	255	83	146
165	1.960	255	255	255	86	52
166	2.294	255	255	255	59	62
167	0.900	255	255	255	41	153
168	0.929	255	255	255	149	172
169	1.466	255	255	255	226	104
170	7.069	255	255	255	108	111
171	1.931	255	255	255	63	147
172	0.958	255	255	255	194	252
173	0.232	255	255	255	209	319
174	1.408	255	255	255	337	445
175	1.727	255	255	255	94	3
176	0.305	255	255	255	236	345
