 	Area	Mean	Min	Max	XStart	YStart
1	2.874	255	255	255	260	25
2	6.663	255	255	255	331	36
3	1.292	255	255	255	266	107
4	1.045	255	255	255	291	144
5	0.944	255	255	255	470	152
6	1.248	255	255	255	200	173
7	1.829	255	255	255	314	224
8	0.232	255	255	255	357	4
9	0.697	255	255	255	172	20
10	1.350	255	255	255	46	41
11	1.481	255	255	255	237	61
12	5.197	255	255	255	67	80
13	1.292	255	255	255	248	109
14	0.348	255	255	255	113	163
15	0.900	255	255	255	332	164
16	15.401	255	255	255	202	193
17	4.616	255	255	255	250	234
18	0.827	255	255	255	357	344
19	1.684	255	255	255	376	6
20	16.403	255	255	255	243	15
21	1.698	255	255	255	118	65
22	1.161	255	255	255	296	85
23	1.176	255	255	255	326	92
24	2.119	255	255	255	324	243
25	1.060	255	255	255	76	3
26	2.569	255	255	255	372	47
27	1.277	255	255	255	262	56
28	7.258	255	255	255	246	83
29	3.948	255	255	255	485	96
30	1.292	255	255	255	306	115
31	0.900	255	255	255	458	168
32	0.465	255	255	255	227	219
33	0.856	255	255	255	372	290
34	1.350	255	255	255	159	308
35	0.363	255	255	255	220	42
36	0.668	255	255	255	102	79
37	0.929	255	255	255	195	183
38	4.631	255	255	255	237	367
39	0.523	255	255	255	198	58
40	6.474	255	255	255	36	73
41	0.276	255	255	255	265	105
42	0.232	255	255	255	415	168
43	6.198	255	255	255	350	170
44	1.437	255	255	255	240	214
45	2.627	255	255	255	349	267
46	1.248	255	255	255	201	342
47	3.411	255	255	255	207	367
48	1.350	255	255	255	327	381
49	0.392	255	255	255	284	419
50	1.524	255	255	255	22	17
51	0.973	255	255	255	327	85
52	1.002	255	255	255	358	93
53	0.232	255	255	255	196	246
54	1.031	255	255	255	330	343
55	1.016	255	255	255	414	363
56	1.016	255	255	255	477	430
57	0.653	255	255	255	373	125
58	2.961	255	255	255	171	136
59	2.105	255	255	255	281	140
60	2.540	255	255	255	288	170
61	10.335	255	255	255	279	237
62	1.292	255	255	255	403	269
63	0.261	255	255	255	133	33
64	1.626	255	255	255	95	57
65	1.277	255	255	255	422	64
66	0.856	255	255	255	389	79
67	2.163	255	255	255	274	146
68	0.900	255	255	255	228	159
69	19.074	255	255	255	242	187
70	0.944	255	255	255	299	276
71	3.818	255	255	255	412	308
72	1.814	255	255	255	449	339
73	0.581	255	255	255	139	363
74	0.377	255	255	255	278	427
75	1.016	255	255	255	343	6
76	1.118	255	255	255	273	10
77	1.306	255	255	255	458	28
78	0.726	255	255	255	309	39
79	1.060	255	255	255	249	78
80	0.261	255	255	255	76	229
81	0.798	255	255	255	363	266
82	1.103	255	255	255	379	269
83	0.856	255	255	255	112	54
84	3.629	255	255	255	345	57
85	1.219	255	255	255	276	92
86	4.137	255	255	255	275	143
87	2.584	255	255	255	87	171
88	3.440	255	255	255	188	227
89	0.261	255	255	255	43	260
90	1.684	255	255	255	63	359
91	7.432	255	255	255	113	7
92	6.213	255	255	255	238	14
93	1.089	255	255	255	296	52
94	0.726	255	255	255	359	69
95	0.348	255	255	255	147	150
96	0.305	255	255	255	113	158
97	0.334	255	255	255	177	162
98	3.527	255	255	255	423	297
99	0.987	255	255	255	353	321
100	0.668	255	255	255	416	384
101	1.205	255	255	255	316	33
102	1.045	255	255	255	280	97
103	3.760	255	255	255	182	181
104	0.305	255	255	255	261	253
105	2.526	255	255	255	279	353
106	1.495	255	255	255	185	48
107	1.742	255	255	255	486	82
108	5.937	255	255	255	386	104
109	3.774	255	255	255	216	117
110	37.611	255	255	255	250	134
111	1.452	255	255	255	463	285
112	0.261	255	255	255	251	358
113	0.856	255	255	255	88	409
114	0.276	255	255	255	298	10
115	1.931	255	255	255	485	30
116	0.319	255	255	255	283	36
117	27.783	255	255	255	408	44
118	1.495	255	255	255	105	295
119	2.090	255	255	255	384	368
120	0.261	255	255	255	399	4
121	3.426	255	255	255	324	52
122	1.553	255	255	255	150	72
123	24.038	255	255	255	342	137
124	16.345	255	255	255	148	154
125	3.600	255	255	255	10	237
126	1.394	255	255	255	429	302
127	5.168	255	255	255	165	304
128	1.263	255	255	255	420	393
129	17.724	255	255	255	390	5
130	4.253	255	255	255	401	133
131	1.031	255	255	255	267	158
132	5.197	255	255	255	285	305
133	2.337	255	255	255	445	377
134	1.495	255	255	255	327	415
135	1.002	255	255	255	296	434
136	0.334	255	255	255	10	11
137	0.958	255	255	255	276	102
138	2.192	255	255	255	343	296
139	0.348	255	255	255	58	403
140	1.045	255	255	255	305	30
141	3.977	255	255	255	248	43
142	0.958	255	255	255	324	50
143	0.856	255	255	255	360	139
144	2.598	255	255	255	299	157
145	1.031	255	255	255	290	173
146	0.900	255	255	255	447	246
147	2.569	255	255	255	344	12
148	13.747	255	255	255	395	66
149	1.364	255	255	255	288	67
150	2.874	255	255	255	164	131
151	1.858	255	255	255	25	140
152	15.866	255	255	255	250	154
153	0.740	255	255	255	484	220
154	1.510	255	255	255	258	230
155	0.740	255	255	255	442	279
156	2.192	255	255	255	184	324
157	1.916	255	255	255	493	27
158	1.611	255	255	255	379	41
159	1.277	255	255	255	417	41
160	8.695	255	255	255	196	62
161	5.487	255	255	255	354	75
162	1.306	255	255	255	481	113
163	1.713	255	255	255	132	116
164	2.468	255	255	255	161	131
165	1.190	255	255	255	214	148
166	1.582	255	255	255	475	203
167	7.345	255	255	255	420	224
168	1.858	255	255	255	360	236
169	2.627	255	255	255	215	327
170	0.813	255	255	255	361	359
171	2.569	255	255	255	250	367
172	12.934	255	255	255	203	44
173	5.124	255	255	255	261	109
174	3.106	255	255	255	85	138
175	5.371	255	255	255	148	162
176	1.031	255	255	255	450	20
177	1.931	255	255	255	254	67
178	3.077	255	255	255	443	71
179	1.263	255	255	255	341	75
180	0.537	255	255	255	140	83
